r(m), theta(rad), phi(rad), E(Re), E(Im), H(Re), H(Im)
0.300000, -0.062832, 2.638938, 0.091570, 0.041956, 0.000245, 0.000118
0.300000, -0.062832, 2.607522, 0.038018, 0.083286, 0.000099, 0.000211
0.300000, -0.062832, 2.576106, 0.088646, 0.034091, 0.000238, 0.000077
0.300000, -0.062832, 2.544690, 0.038165, 0.094426, 0.000107, 0.000258
0.300000, -0.062832, 2.513274, 0.092021, 0.038946, 0.000230, 0.000109
0.300000, -0.062832, 2.481858, 0.034248, 0.097838, 0.000058, 0.000248
0.300000, -0.062832, 2.450442, 0.117441, 0.033194, 0.000333, 0.000064
0.300000, -0.062832, 2.419026, 0.046556, 0.123966, 0.000146, 0.000346
0.300000, -0.062832, 2.387610, 0.117674, 0.045658, 0.000271, 0.000139
0.300000, -0.062832, 2.356194, 0.041807, 0.126366, 0.000034, 0.000303
0.300000, -0.062832, 2.324779, 0.159393, 0.039448, 0.000462, 0.000042
0.300000, -0.062832, 2.293363, 0.059888, 0.170392, 0.000191, 0.000490
0.300000, -0.062832, 2.261947, 0.157887, 0.062387, 0.000350, 0.000200
0.300000, -0.062832, 2.230531, 0.056048, 0.170601, 0.000031, 0.000378
0.300000, -0.062832, 2.199115, 0.220194, 0.062944, 0.000640, 0.000034
0.300000, -0.062832, 2.167699, 0.100955, 0.231221, 0.000308, 0.000689
0.300000, -0.062832, 2.136283, 0.189296, 0.113687, 0.000394, 0.000360
0.300000, -0.062832, 2.104867, 0.078381, 0.213660, 0.000034, 0.000363
0.300000, -0.062832, 2.073451, 0.317313, 0.134279, 0.000896, 0.000138
0.300000, -0.062832, 2.042035, 0.166310, 0.407334, 0.000477, 0.001211
0.300000, -0.062832, 2.010619, 0.262774, 0.323430, 0.000660, 0.000971
0.300000, -0.062832, 1.979203, 0.182935, 0.258791, 0.000466, 0.000141
0.300000, -0.062832, 1.947787, 0.314070, 0.289866, 0.000778, 0.000150
0.300000, -0.062832, 1.916372, 0.363700, 0.636371, 0.000760, 0.001784
0.300000, -0.062832, 1.884956, 0.364375, 0.925323, 0.001023, 0.002559
0.300000, -0.062832, 1.853540, 0.954910, 0.583797, 0.002633, 0.001531
0.300000, -0.062832, 1.822124, 1.125789, 0.080649, 0.002962, 0.000141
0.300000, -0.062832, 1.790708, 1.001780, 0.508958, 0.002626, 0.001270
0.300000, -0.062832, 1.759292, 0.689332, 0.975005, 0.001915, 0.002487
0.300000, -0.062832, 1.727876, 0.120080, 1.344550, 0.000432, 0.003526
0.300000, -0.062832, 1.696460, 0.612561, 1.434106, 0.001719, 0.003708
0.300000, -0.062832, 1.665044, 1.123347, 1.475975, 0.003044, 0.003653
0.300000, -0.062832, 1.633628, 1.499240, 1.971959, 0.003723, 0.004951
0.300000, -0.062832, 1.602212, 1.891338, 2.930573, 0.004730, 0.007762
0.300000, -0.062832, 1.570796, 2.217994, 3.717871, 0.006010, 0.010146
0.300000, -0.062832, 1.539380, 2.355167, 3.692538, 0.006415, 0.010095
0.300000, -0.062832, 1.507964, 2.206891, 2.845784, 0.005639, 0.007570
0.300000, -0.062832, 1.476549, 1.860146, 1.790569, 0.004656, 0.004492
0.300000, -0.062832, 1.445133, 1.499193, 1.199729, 0.003966, 0.002904
0.300000, -0.062832, 1.413717, 1.069032, 1.179647, 0.002891, 0.003008
0.300000, -0.062832, 1.382301, 0.436638, 1.281288, 0.001117, 0.003371
0.300000, -0.062832, 1.350885, 0.189672, 1.168407, 0.000644, 0.003031
0.300000, -0.062832, 1.319469, 0.634170, 0.923729, 0.001687, 0.002361
0.300000, -0.062832, 1.288053, 0.977717, 0.584022, 0.002553, 0.001575
0.300000, -0.062832, 1.256637, 1.129162, 0.039476, 0.003082, 0.000188
0.300000, -0.062832, 1.225221, 0.804326, 0.574206, 0.002264, 0.001548
0.300000, -0.062832, 1.193805, 0.296197, 0.639161, 0.000410, 0.001787
0.300000, -0.062832, 1.162389, 0.335105, 0.218567, 0.000451, 0.000423
0.300000, -0.062832, 1.130973, 0.166116, 0.297311, 0.000476, 0.000432
0.300000, -0.062832, 1.099557, 0.410580, 0.158266, 0.001214, 0.000399
0.300000, -0.062832, 1.068142, 0.138953, 0.409113, 0.000404, 0.001211
0.300000, -0.062832, 1.036726, 0.246690, 0.197812, 0.000519, 0.000565
0.300000, -0.062832, 1.005310, 0.068847, 0.208870, 0.000092, 0.000292
0.300000, -0.062832, 0.973894, 0.219503, 0.092197, 0.000635, 0.000114
0.300000, -0.062832, 0.942478, 0.066661, 0.245700, 0.000214, 0.000745
0.300000, -0.062832, 0.911062, 0.188233, 0.108945, 0.000456, 0.000333
0.300000, -0.062832, 0.879646, 0.054752, 0.167772, 0.000117, 0.000312
0.300000, -0.062832, 0.848230, 0.164465, 0.058590, 0.000459, 0.000036
0.300000, -0.062832, 0.816814, 0.049142, 0.168385, 0.000148, 0.000511
0.300000, -0.062832, 0.785398, 0.139169, 0.066936, 0.000351, 0.000205
0.300000, -0.062832, 0.753982, 0.031838, 0.128663, 0.000076, 0.000259
0.300000, -0.062832, 0.722566, 0.124150, 0.033053, 0.000337, 0.000023
0.300000, -0.062832, 0.691150, 0.021017, 0.126190, 0.000062, 0.000379
0.300000, -0.062832, 0.659734, 0.113019, 0.036135, 0.000296, 0.000104
0.300000, -0.062832, 0.628319, 0.015957, 0.104774, 0.000040, 0.000230
0.300000, -0.062832, 0.596903, 0.098198, 0.014035, 0.000258, 0.000024
0.300000, -0.062832, 0.565487, 0.003090, 0.101025, 0.000011, 0.000293
0.300000, -0.062832, 0.534071, 0.105248, 0.012177, 0.000278, 0.000022
0.300000, -0.062832, 0.502655, 0.006719, 0.105513, 0.000016, 0.000257
0.300000, -0.062832, 0.471239, 0.098874, 0.011585, 0.000262, 0.000012
0.300000, -0.062832, 0.439823, 0.010613, 0.094838, 0.000031, 0.000266
0.300000, -0.062832, 0.408407, 0.095786, 0.015367, 0.000251, 0.000051
0.300000, -0.062832, 0.376991, 0.021902, 0.094763, 0.000057, 0.000236
0.300000, -0.062832, 0.345575, 0.088985, 0.029424, 0.000236, 0.000065
0.300000, -0.062832, 0.314159, 0.034924, 0.086366, 0.000093, 0.000239
0.300000, -0.062832, 0.282743, 0.082639, 0.048239, 0.000219, 0.000137
0.300000, -0.062832, 0.251327, 0.061413, 0.067399, 0.000164, 0.000170
0.300000, -0.062832, 0.219911, 0.048265, 0.060220, 0.000125, 0.000154
0.300000, -0.062832, 0.188496, 0.052852, 0.042882, 0.000139, 0.000117
0.300000, -0.062832, 0.157080, 0.045341, 0.059625, 0.000119, 0.000162
0.300000, -0.062832, 0.125664, 0.075339, 0.032042, 0.000198, 0.000081
0.300000, -0.062832, 0.094248, 0.007585, 0.075791, 0.000021, 0.000197
0.300000, -0.062832, 0.062832, 0.063746, 0.005901, 0.000171, 0.000013
0.300000, -0.062832, 0.031416, 0.009614, 0.060656, 0.000028, 0.000165
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, 0.000000, 3.110177, 0.064025, 0.025411, 0.000159, 0.000069
0.300000, 0.000000, 3.078761, 0.006371, 0.078113, 0.000008, 0.000210
0.300000, 0.000000, 3.047345, 0.068991, 0.027563, 0.000193, 0.000076
0.300000, 0.000000, 3.015929, 0.033514, 0.055738, 0.000099, 0.000141
0.300000, 0.000000, 2.984513, 0.057588, 0.036066, 0.000138, 0.000088
0.300000, 0.000000, 2.953097, 0.052634, 0.059971, 0.000124, 0.000163
0.300000, 0.000000, 2.921681, 0.048475, 0.069056, 0.000140, 0.000187
0.300000, 0.000000, 2.890265, 0.073440, 0.034786, 0.000205, 0.000087
0.300000, 0.000000, 2.858849, 0.031392, 0.078532, 0.000073, 0.000202
0.300000, 0.000000, 2.827433, 0.093143, 0.023647, 0.000237, 0.000066
0.300000, 0.000000, 2.796017, 0.003616, 0.099788, 0.000010, 0.000270
0.300000, 0.000000, 2.764602, 0.088826, 0.015501, 0.000242, 0.000044
0.300000, 0.000000, 2.733186, 0.010345, 0.082927, 0.000032, 0.000209
0.300000, 0.000000, 2.701770, 0.093672, 0.014162, 0.000242, 0.000014
0.300000, 0.000000, 2.670354, 0.025120, 0.102690, 0.000060, 0.000280
0.300000, 0.000000, 2.638938, 0.093891, 0.038642, 0.000251, 0.000109
0.300000, 0.000000, 2.607522, 0.034780, 0.085940, 0.000090, 0.000218
0.300000, 0.000000, 2.576106, 0.091503, 0.031053, 0.000245, 0.000068
0.300000, 0.000000, 2.544690, 0.034658, 0.097436, 0.000097, 0.000266
0.300000, 0.000000, 2.513274, 0.095254, 0.034913, 0.000238, 0.000099
0.300000, 0.000000, 2.481858, 0.030701, 0.101406, 0.000045, 0.000257
0.300000, 0.000000, 2.450442, 0.121463, 0.029247, 0.000344, 0.000050
0.300000, 0.000000, 2.419026, 0.041654, 0.128457, 0.000132, 0.000357
0.300000, 0.000000, 2.387610, 0.122324, 0.040185, 0.000283, 0.000125
0.300000, 0.000000, 2.356194, 0.038503, 0.131558, 0.000011, 0.000317
0.300000, 0.000000, 2.324779, 0.165607, 0.035753, 0.000478, 0.000018
0.300000, 0.000000, 2.293363, 0.054085, 0.177464, 0.000174, 0.000508
0.300000, 0.000000, 2.261947, 0.164729, 0.056528, 0.000369, 0.000183
0.300000, 0.000000, 2.230531, 0.053408, 0.178115, 0.000005, 0.000398
0.300000, 0.000000, 2.199115, 0.230014, 0.060729, 0.000664, 0.000005
0.300000, 0.000000, 2.167699, 0.097585, 0.241897, 0.000295, 0.000716
0.300000, 0.000000, 2.136283, 0.196005, 0.112056, 0.000416, 0.000351
0.300000, 0.000000, 2.104867, 0.075341, 0.218781, 0.000038, 0.000380
0.300000, 0.000000, 2.073451, 0.328151, 0.132918, 0.000924, 0.000157
0.300000, 0.000000, 2.042035, 0.164572, 0.422833, 0.000463, 0.001253
0.300000, 0.000000, 2.010619, 0.273547, 0.329714, 0.000699, 0.000971
0.300000, 0.000000, 1.979203, 0.177104, 0.264920, 0.000462, 0.000152
0.300000, 0.000000, 1.947787, 0.332123, 0.275219, 0.000828, 0.000159
0.300000, 0.000000, 1.916372, 0.358392, 0.665370, 0.000758, 0.001891
0.300000, 0.000000, 1.884956, 0.392734, 0.962187, 0.001143, 0.002667
0.300000, 0.000000, 1.853540, 1.029774, 0.591202, 0.002859, 0.001521
0.300000, 0.000000, 1.822124, 1.213503, 0.148752, 0.003203, 0.000207
0.300000, 0.000000, 1.790708, 1.081366, 0.625169, 0.002814, 0.001597
0.300000, 0.000000, 1.759292, 0.731787, 1.153261, 0.002000, 0.002981
0.300000, 0.000000, 1.727876, 0.118052, 1.580802, 0.000294, 0.004176
0.300000, 0.000000, 1.696460, 0.664176, 1.726630, 0.001835, 0.004488
0.300000, 0.000000, 1.665044, 1.143094, 1.854756, 0.003170, 0.004587
0.300000, 0.000000, 1.633628, 1.448019, 2.476653, 0.003714, 0.006159
0.300000, 0.000000, 1.602212, 1.795436, 3.590191, 0.004542, 0.009339
0.300000, 0.000000, 1.570796, 2.106053, 4.502976, 0.005730, 0.012010
0.300000, 0.000000, 1.539380, 2.264777, 4.488041, 0.006189, 0.011978
0.300000, 0.000000, 1.507964, 2.167955, 3.525060, 0.005591, 0.009183
0.300000, 0.000000, 1.476549, 1.886161, 2.306547, 0.004826, 0.005717
0.300000, 0.000000, 1.445133, 1.596267, 1.579140, 0.004288, 0.003813
0.300000, 0.000000, 1.413717, 1.194885, 1.464514, 0.003226, 0.003745
0.300000, 0.000000, 1.382301, 0.529496, 1.513590, 0.001331, 0.004001
0.300000, 0.000000, 1.350885, 0.176800, 1.359223, 0.000511, 0.003551
0.300000, 0.000000, 1.319469, 0.667924, 1.066514, 0.001719, 0.002763
0.300000, 0.000000, 1.288053, 1.039512, 0.680491, 0.002700, 0.001845
0.300000, 0.000000, 1.256637, 1.201874, 0.089261, 0.003292, 0.000244
0.300000, 0.000000, 1.225221, 0.856396, 0.586179, 0.002436, 0.001579
0.300000, 0.000000, 1.193805, 0.283012, 0.672515, 0.000455, 0.001889
0.300000, 0.000000, 1.162389, 0.344768, 0.211833, 0.000481, 0.000472
0.300000, 0.000000, 1.130973, 0.171792, 0.298663, 0.000448, 0.000454
0.300000, 0.000000, 1.099557, 0.423664, 0.160373, 0.001248, 0.000367
0.300000, 0.000000, 1.068142, 0.147508, 0.420405, 0.000441, 0.001236
0.300000, 0.000000, 1.036726, 0.249393, 0.206251, 0.000528, 0.000597
0.300000, 0.000000, 1.005310, 0.072260, 0.209936, 0.000094, 0.000300
0.300000, 0.000000, 0.973894, 0.226345, 0.091065, 0.000652, 0.000077
0.300000, 0.000000, 0.942478, 0.074380, 0.253171, 0.000235, 0.000762
0.300000, 0.000000, 0.911062, 0.193022, 0.117265, 0.000467, 0.000358
0.300000, 0.000000, 0.879646, 0.061435, 0.171099, 0.000135, 0.000320
0.300000, 0.000000, 0.848230, 0.168127, 0.061735, 0.000468, 0.000027
0.300000, 0.000000, 0.816814, 0.056377, 0.171708, 0.000167, 0.000519
0.300000, 0.000000, 0.785398, 0.141821, 0.072776, 0.000357, 0.000224
0.300000, 0.000000, 0.753982, 0.037295, 0.130908, 0.000090, 0.000264
0.300000, 0.000000, 0.722566, 0.126416, 0.035733, 0.000342, 0.000009
0.300000, 0.000000, 0.691150, 0.026364, 0.128266, 0.000076, 0.000384
0.300000, 0.000000, 0.659734, 0.114900, 0.039550, 0.000300, 0.000117
0.300000, 0.000000, 0.628319, 0.019656, 0.106514, 0.000051, 0.000234
0.300000, 0.000000, 0.596903, 0.099891, 0.015370, 0.000262, 0.000010
0.300000, 0.000000, 0.565487, 0.001905, 0.102674, 0.000006, 0.000297
0.300000, 0.000000, 0.534071, 0.106741, 0.012389, 0.000282, 0.000032
0.300000, 0.000000, 0.502655, 0.010148, 0.106701, 0.000026, 0.000260
0.300000, 0.000000, 0.471239, 0.099699, 0.015134, 0.000264, 0.000021
0.300000, 0.000000, 0.439823, 0.014175, 0.095361, 0.000040, 0.000268
0.300000, 0.000000, 0.408407, 0.096058, 0.018319, 0.000252, 0.000060
0.300000, 0.000000, 0.376991, 0.024946, 0.094766, 0.000066, 0.000236
0.300000, 0.000000, 0.345575, 0.088684, 0.032136, 0.000235, 0.000072
0.300000, 0.000000, 0.314159, 0.037325, 0.085776, 0.000099, 0.000237
0.300000, 0.000000, 0.282743, 0.081832, 0.050229, 0.000217, 0.000142
0.300000, 0.000000, 0.251327, 0.062969, 0.066502, 0.000168, 0.000167
0.300000, 0.000000, 0.219911, 0.047351, 0.061393, 0.000123, 0.000157
0.300000, 0.000000, 0.188496, 0.053683, 0.042027, 0.000141, 0.000115
0.300000, 0.000000, 0.157080, 0.044560, 0.060214, 0.000117, 0.000163
0.300000, 0.000000, 0.125664, 0.075699, 0.031383, 0.000199, 0.000079
0.300000, 0.000000, 0.094248, 0.007078, 0.075962, 0.000019, 0.000198
0.300000, 0.000000, 0.062832, 0.063777, 0.006247, 0.000171, 0.000013
0.300000, 0.000000, 0.031416, 0.009778, 0.060632, 0.000028, 0.000164
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, 0.062832, 3.110177, 0.064045, 0.025250, 0.000159, 0.000068
0.300000, 0.062832, 3.078761, 0.006446, 0.078069, 0.000007, 0.000210
0.300000, 0.062832, 3.047345, 0.068805, 0.028053, 0.000193, 0.000077
0.300000, 0.062832, 3.015929, 0.034120, 0.055350, 0.000101, 0.000140
0.300000, 0.062832, 2.984513, 0.056947, 0.036729, 0.000137, 0.000090
0.300000, 0.062832, 2.953097, 0.053317, 0.059032, 0.000126, 0.000161
0.300000, 0.062832, 2.921681, 0.047228, 0.069711, 0.000136, 0.000189
0.300000, 0.062832, 2.890265, 0.073985, 0.033140, 0.000207, 0.000083
0.300000, 0.062832, 2.858849, 0.029353, 0.078811, 0.000067, 0.000203
0.300000, 0.062832, 2.827433, 0.093046, 0.021356, 0.000236, 0.000060
0.300000, 0.062832, 2.796017, 0.004109, 0.099288, 0.000005, 0.000269
0.300000, 0.062832, 2.764602, 0.087969, 0.018027, 0.000240, 0.000052
0.300000, 0.062832, 2.733186, 0.013273, 0.081677, 0.000040, 0.000206
0.300000, 0.062832, 2.701770, 0.091997, 0.016204, 0.000238, 0.000022
0.300000, 0.062832, 2.670354, 0.028107, 0.100639, 0.000068, 0.000275
0.300000, 0.062832, 2.638938, 0.091464, 0.041777, 0.000245, 0.000118
0.300000, 0.062832, 2.607522, 0.038052, 0.083091, 0.000099, 0.000210
0.300000, 0.062832, 2.576106, 0.088304, 0.034133, 0.000237, 0.000077
0.300000, 0.062832, 2.544690, 0.037858, 0.094133, 0.000105, 0.000257
0.300000, 0.062832, 2.513274, 0.091812, 0.038573, 0.000230, 0.000109
0.300000, 0.062832, 2.481858, 0.034243, 0.097488, 0.000058, 0.000247
0.300000, 0.062832, 2.450442, 0.116932, 0.033333, 0.000331, 0.000064
0.300000, 0.062832, 2.419026, 0.045949, 0.123627, 0.000144, 0.000345
0.300000, 0.062832, 2.387610, 0.117304, 0.045185, 0.000271, 0.000138
0.300000, 0.062832, 2.356194, 0.041766, 0.125839, 0.000037, 0.000302
0.300000, 0.062832, 2.324779, 0.158750, 0.039758, 0.000460, 0.000043
0.300000, 0.062832, 2.293363, 0.059075, 0.170093, 0.000189, 0.000489
0.300000, 0.062832, 2.261947, 0.157388, 0.061983, 0.000350, 0.000199
0.300000, 0.062832, 2.230531, 0.055817, 0.169765, 0.000035, 0.000376
0.300000, 0.062832, 2.199115, 0.219061, 0.063294, 0.000636, 0.000038
0.300000, 0.062832, 2.167699, 0.099509, 0.230863, 0.000304, 0.000688
0.300000, 0.062832, 2.136283, 0.188900, 0.112715, 0.000395, 0.000358
0.300000, 0.062832, 2.104867, 0.077696, 0.212892, 0.000036, 0.000361
0.300000, 0.062832, 2.073451, 0.316417, 0.134574, 0.000893, 0.000142
0.300000, 0.062832, 2.042035, 0.164177, 0.408129, 0.000471, 0.001213
0.300000, 0.062832, 2.010619, 0.264245, 0.323153, 0.000667, 0.000970
0.300000, 0.062832, 1.979203, 0.183742, 0.258584, 0.000472, 0.000140
0.300000, 0.062832, 1.947787, 0.312299, 0.288373, 0.000770, 0.000143
0.300000, 0.062832, 1.916372, 0.361635, 0.633929, 0.000751, 0.001778
0.300000, 0.062832, 1.884956, 0.366050, 0.921613, 0.001029, 0.002549
0.300000, 0.062832, 1.853540, 0.955066, 0.579604, 0.002635, 0.001520
0.300000, 0.062832, 1.822124, 1.124555, 0.080808, 0.002959, 0.000147
0.300000, 0.062832, 1.790708, 0.999998, 0.511111, 0.002621, 0.001276
0.300000, 0.062832, 1.759292, 0.687353, 0.975901, 0.001911, 0.002489
0.300000, 0.062832, 1.727876, 0.118379, 1.343782, 0.000431, 0.003524
0.300000, 0.062832, 1.696460, 0.612691, 1.431629, 0.001721, 0.003702
0.300000, 0.062832, 1.665044, 1.121185, 1.473395, 0.003038, 0.003646
0.300000, 0.062832, 1.633628, 1.496516, 1.971346, 0.003713, 0.004949
0.300000, 0.062832, 1.602212, 1.890764, 2.932359, 0.004726, 0.007768
0.300000, 0.062832, 1.570796, 2.222725, 3.720388, 0.006021, 0.010154
0.300000, 0.062832, 1.539380, 2.366094, 3.694115, 0.006439, 0.010101
0.300000, 0.062832, 1.507964, 2.220220, 2.846482, 0.005668, 0.007571
0.300000, 0.062832, 1.476549, 1.871502, 1.791089, 0.004680, 0.004491
0.300000, 0.062832, 1.445133, 1.506602, 1.200432, 0.003982, 0.002904
0.300000, 0.062832, 1.413717, 1.073295, 1.180991, 0.002901, 0.003010
0.300000, 0.062832, 1.382301, 0.438690, 1.284016, 0.001121, 0.003378
0.300000, 0.062832, 1.350885, 0.190432, 1.172039, 0.000646, 0.003041
0.300000, 0.062832, 1.319469, 0.637156, 0.926643, 0.001698, 0.002369
0.300000, 0.062832, 1.288053, 0.982054, 0.584684, 0.002565, 0.001575
0.300000, 0.062832, 1.256637, 1.133002, 0.038080, 0.003091, 0.000185
0.300000, 0.062832, 1.225221, 0.806405, 0.576818, 0.002267, 0.001555
0.300000, 0.062832, 1.193805, 0.297643, 0.640906, 0.000409, 0.001791
0.300000, 0.062832, 1.162389, 0.334999, 0.220267, 0.000451, 0.000423
0.300000, 0.062832, 1.130973, 0.165670, 0.297839, 0.000478, 0.000432
0.300000, 0.062832, 1.099557, 0.411469, 0.157973, 0.001216, 0.000401
0.300000, 0.062832, 1.068142, 0.139051, 0.410042, 0.000402, 0.001214
0.300000, 0.062832, 1.036726, 0.247998, 0.197588, 0.000521, 0.000563
0.300000, 0.062832, 1.005310, 0.068029, 0.210352, 0.000090, 0.000296
0.300000, 0.062832, 0.973894, 0.221041, 0.091973, 0.000639, 0.000114
0.300000, 0.062832, 0.942478, 0.067426, 0.246725, 0.000215, 0.000748
0.300000, 0.062832, 0.911062, 0.189421, 0.108963, 0.000459, 0.000333
0.300000, 0.062832, 0.879646, 0.054611, 0.168954, 0.000118, 0.000316
0.300000, 0.062832, 0.848230, 0.165473, 0.058901, 0.000462, 0.000039
0.300000, 0.062832, 0.816814, 0.050330, 0.168929, 0.000150, 0.000513
0.300000, 0.062832, 0.785398, 0.139952, 0.066970, 0.000352, 0.000205
0.300000, 0.062832, 0.753982, 0.031704, 0.129449, 0.000076, 0.000261
0.300000, 0.062832, 0.722566, 0.124716, 0.033512, 0.000338, 0.000024
0.300000, 0.062832, 0.691150, 0.022263, 0.126465, 0.000064, 0.000379
0.300000, 0.062832, 0.659734, 0.113448, 0.035958, 0.000297, 0.000104
0.300000, 0.062832, 0.628319, 0.015428, 0.105166, 0.000040, 0.000232
0.300000, 0.062832, 0.596903, 0.098409, 0.014174, 0.000259, 0.000023
0.300000, 0.062832, 0.565487, 0.004132, 0.101134, 0.000010, 0.000293
0.300000, 0.062832, 0.534071, 0.105428, 0.011888, 0.000278, 0.000021
0.300000, 0.062832, 0.502655, 0.006261, 0.105696, 0.000016, 0.000258
0.300000, 0.062832, 0.471239, 0.098988, 0.011671, 0.000263, 0.000012
0.300000, 0.062832, 0.439823, 0.010574, 0.094961, 0.000031, 0.000266
0.300000, 0.062832, 0.408407, 0.095948, 0.015289, 0.000252, 0.000051
0.300000, 0.062832, 0.376991, 0.021900, 0.094903, 0.000058, 0.000236
0.300000, 0.062832, 0.345575, 0.089086, 0.029406, 0.000236, 0.000065
0.300000, 0.062832, 0.314159, 0.034889, 0.086476, 0.000093, 0.000239
0.300000, 0.062832, 0.282743, 0.082769, 0.048253, 0.000219, 0.000137
0.300000, 0.062832, 0.251327, 0.061445, 0.067508, 0.000164, 0.000170
0.300000, 0.062832, 0.219911, 0.048307, 0.060236, 0.000125, 0.000154
0.300000, 0.062832, 0.188496, 0.052816, 0.042959, 0.000139, 0.000118
0.300000, 0.062832, 0.157080, 0.045424, 0.059647, 0.000119, 0.000162
0.300000, 0.062832, 0.125664, 0.075389, 0.032147, 0.000198, 0.000082
0.300000, 0.062832, 0.094248, 0.007630, 0.075852, 0.000021, 0.000198
0.300000, 0.062832, 0.062832, 0.063782, 0.005876, 0.000171, 0.000012
0.300000, 0.062832, 0.031416, 0.009598, 0.060674, 0.000028, 0.000165
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, 0.125664, 3.110177, 0.064122, 0.024770, 0.000160, 0.000067
0.300000, 0.125664, 3.078761, 0.006768, 0.077963, 0.000004, 0.000210
0.300000, 0.125664, 3.047345, 0.068259, 0.029547, 0.000192, 0.000081
0.300000, 0.125664, 3.015929, 0.035955, 0.054167, 0.000106, 0.000137
0.300000, 0.125664, 2.984513, 0.054998, 0.038728, 0.000131, 0.000095
0.300000, 0.125664, 2.953097, 0.055344, 0.056209, 0.000131, 0.000153
0.300000, 0.125664, 2.921681, 0.043459, 0.071630, 0.000126, 0.000194
0.300000, 0.125664, 2.890265, 0.075495, 0.028177, 0.000211, 0.000070
0.300000, 0.125664, 2.858849, 0.023286, 0.079471, 0.000051, 0.000205
0.300000, 0.125664, 2.827433, 0.092562, 0.014818, 0.000235, 0.000042
0.300000, 0.125664, 2.796017, 0.010182, 0.097580, 0.000017, 0.000264
0.300000, 0.125664, 2.764602, 0.085110, 0.025631, 0.000232, 0.000073
0.300000, 0.125664, 2.733186, 0.021590, 0.077645, 0.000062, 0.000196
0.300000, 0.125664, 2.701770, 0.086753, 0.023137, 0.000224, 0.000045
0.300000, 0.125664, 2.670354, 0.036651, 0.094242, 0.000091, 0.000258
0.300000, 0.125664, 2.638938, 0.083865, 0.050563, 0.000225, 0.000141
0.300000, 0.125664, 2.607522, 0.046841, 0.074404, 0.000123, 0.000187
0.300000, 0.125664, 2.576106, 0.078808, 0.042371, 0.000211, 0.000100
0.300000, 0.125664, 2.544690, 0.046555, 0.084325, 0.000129, 0.000232
0.300000, 0.125664, 2.513274, 0.081553, 0.048405, 0.000204, 0.000135
0.300000, 0.125664, 2.481858, 0.043822, 0.086102, 0.000090, 0.000218
0.300000, 0.125664, 2.450442, 0.104087, 0.043826, 0.000297, 0.000096
0.300000, 0.125664, 2.419026, 0.057339, 0.109877, 0.000175, 0.000309
0.300000, 0.125664, 2.387610, 0.103157, 0.058073, 0.000235, 0.000173
0.300000, 0.125664, 2.356194, 0.051658, 0.110010, 0.000074, 0.000260
0.300000, 0.125664, 2.324779, 0.140025, 0.051056, 0.000410, 0.000082
0.300000, 0.125664, 2.293363, 0.072704, 0.149672, 0.000229, 0.000435
0.300000, 0.125664, 2.261947, 0.136806, 0.076967, 0.000296, 0.000244
0.300000, 0.125664, 2.230531, 0.066466, 0.146144, 0.000071, 0.000312
0.300000, 0.125664, 2.199115, 0.188510, 0.074653, 0.000554, 0.000072
0.300000, 0.125664, 2.167699, 0.110812, 0.197939, 0.000344, 0.000598
0.300000, 0.125664, 2.136283, 0.159303, 0.122298, 0.000313, 0.000398
0.300000, 0.125664, 2.104867, 0.089591, 0.178851, 0.000045, 0.000269
0.300000, 0.125664, 2.073451, 0.264914, 0.139159, 0.000753, 0.000082
0.300000, 0.125664, 2.042035, 0.175280, 0.343360, 0.000509, 0.001024
0.300000, 0.125664, 2.010619, 0.193291, 0.310796, 0.000481, 0.000945
0.300000, 0.125664, 1.979203, 0.169262, 0.206185, 0.000426, 0.000098
0.300000, 0.125664, 1.947787, 0.228140, 0.260492, 0.000571, 0.000187
0.300000, 0.125664, 1.916372, 0.281350, 0.541350, 0.000594, 0.001515
0.300000, 0.125664, 1.884956, 0.293202, 0.779208, 0.000849, 0.002173
0.300000, 0.125664, 1.853540, 0.766247, 0.525850, 0.002141, 0.001380
0.300000, 0.125664, 1.822124, 0.904539, 0.155291, 0.002393, 0.000295
0.300000, 0.125664, 1.790708, 0.830350, 0.283710, 0.002175, 0.000713
0.300000, 0.125664, 1.759292, 0.623702, 0.599500, 0.001753, 0.001537
0.300000, 0.125664, 1.727876, 0.227006, 0.848170, 0.000750, 0.002253
0.300000, 0.125664, 1.696460, 0.309725, 0.861635, 0.000907, 0.002272
0.300000, 0.125664, 1.665044, 0.623288, 0.813355, 0.001761, 0.002058
0.300000, 0.125664, 1.633628, 0.884432, 1.108307, 0.002227, 0.002812
0.300000, 0.125664, 1.602212, 1.215696, 1.784444, 0.003088, 0.004769
0.300000, 0.125664, 1.570796, 1.507574, 2.352348, 0.004202, 0.006490
0.300000, 0.125664, 1.539380, 1.612652, 2.337176, 0.004505, 0.006461
0.300000, 0.125664, 1.507964, 1.446178, 1.740336, 0.003741, 0.004668
