r(m), theta(rad), phi(rad), E(Re), E(Im), H(Re), H(Im)
0.300000, -2.010619, 2.481858, 0.017800, 0.019166, 0.000049, 0.000047
0.300000, -2.010619, 2.450442, 0.015988, 0.019091, 0.000044, 0.000046
0.300000, -2.010619, 2.419026, 0.013813, 0.018327, 0.000037, 0.000045
0.300000, -2.010619, 2.387610, 0.011436, 0.017114, 0.000029, 0.000042
0.300000, -2.010619, 2.356194, 0.009317, 0.015552, 0.000023, 0.000037
0.300000, -2.010619, 2.324779, 0.007929, 0.013780, 0.000018, 0.000032
0.300000, -2.010619, 2.293363, 0.007483, 0.011968, 0.000015, 0.000027
0.300000, -2.010619, 2.261947, 0.007836, 0.010185, 0.000016, 0.000021
0.300000, -2.010619, 2.230531, 0.008624, 0.008366, 0.000017, 0.000016
0.300000, -2.010619, 2.199115, 0.009430, 0.006453, 0.000019, 0.000011
0.300000, -2.010619, 2.167699, 0.009886, 0.004651, 0.000021, 0.000008
0.300000, -2.010619, 2.136283, 0.009773, 0.003693, 0.000021, 0.000010
0.300000, -2.010619, 2.104867, 0.009083, 0.004241, 0.000019, 0.000014
0.300000, -2.010619, 2.073451, 0.008068, 0.005486, 0.000017, 0.000019
0.300000, -2.010619, 2.042035, 0.007233, 0.006541, 0.000016, 0.000022
0.300000, -2.010619, 2.010619, 0.007142, 0.007093, 0.000018, 0.000024
0.300000, -2.010619, 1.979203, 0.007918, 0.007154, 0.000021, 0.000024
0.300000, -2.010619, 1.947787, 0.009142, 0.006943, 0.000025, 0.000023
0.300000, -2.010619, 1.916372, 0.010345, 0.006814, 0.000029, 0.000022
0.300000, -2.010619, 1.884956, 0.011253, 0.007105, 0.000031, 0.000022
0.300000, -2.010619, 1.853540, 0.011762, 0.007915, 0.000033, 0.000023
0.300000, -2.010619, 1.822124, 0.011883, 0.009088, 0.000033, 0.000025
0.300000, -2.010619, 1.790708, 0.011686, 0.010385, 0.000033, 0.000027
0.300000, -2.010619, 1.759292, 0.011268, 0.011621, 0.000032, 0.000030
0.300000, -2.010619, 1.727876, 0.010727, 0.012685, 0.000030, 0.000032
0.300000, -2.010619, 1.696460, 0.010139, 0.013524, 0.000028, 0.000034
0.300000, -2.010619, 1.665044, 0.009549, 0.014118, 0.000026, 0.000036
0.300000, -2.010619, 1.633628, 0.008971, 0.014469, 0.000024, 0.000036
0.300000, -2.010619, 1.602212, 0.008399, 0.014583, 0.000023, 0.000037
0.300000, -2.010619, 1.570796, 0.007816, 0.014464, 0.000021, 0.000036
0.300000, -2.010619, 1.539380, 0.007216, 0.014114, 0.000018, 0.000035
0.300000, -2.010619, 1.507964, 0.006616, 0.013531, 0.000016, 0.000033
0.300000, -2.010619, 1.476549, 0.006059, 0.012720, 0.000014, 0.000030
0.300000, -2.010619, 1.445133, 0.005608, 0.011709, 0.000013, 0.000027
0.300000, -2.010619, 1.413717, 0.005321, 0.010573, 0.000011, 0.000022
0.300000, -2.010619, 1.382301, 0.005210, 0.009483, 0.000011, 0.000017
0.300000, -2.010619, 1.350885, 0.005240, 0.008734, 0.000011, 0.000011
0.300000, -2.010619, 1.319469, 0.005386, 0.008684, 0.000012, 0.000006
0.300000, -2.010619, 1.288053, 0.005725, 0.009482, 0.000014, 0.000008
0.300000, -2.010619, 1.256637, 0.006481, 0.010891, 0.000016, 0.000014
0.300000, -2.010619, 1.225221, 0.007912, 0.012473, 0.000020, 0.000020
0.300000, -2.010619, 1.193805, 0.010086, 0.013805, 0.000026, 0.000025
0.300000, -2.010619, 1.162389, 0.012836, 0.014571, 0.000033, 0.000028
0.300000, -2.010619, 1.130973, 0.015843, 0.014588, 0.000041, 0.000029
0.300000, -2.010619, 1.099557, 0.018727, 0.013846, 0.000048, 0.000028
0.300000, -2.010619, 1.068142, 0.021118, 0.012533, 0.000054, 0.000026
0.300000, -2.010619, 1.036726, 0.022732, 0.011044, 0.000058, 0.000025
0.300000, -2.010619, 1.005310, 0.023433, 0.009902, 0.000060, 0.000025
0.300000, -2.010619, 0.973894, 0.023280, 0.009501, 0.000059, 0.000027
0.300000, -2.010619, 0.942478, 0.022523, 0.009800, 0.000057, 0.000030
0.300000, -2.010619, 0.911062, 0.021547, 0.010431, 0.000055, 0.000033
0.300000, -2.010619, 0.879646, 0.020761, 0.011034, 0.000053, 0.000035
0.300000, -2.010619, 0.848230, 0.020465, 0.011369, 0.000052, 0.000036
0.300000, -2.010619, 0.816814, 0.020701, 0.011260, 0.000053, 0.000036
0.300000, -2.010619, 0.785398, 0.021194, 0.010625, 0.000055, 0.000034
0.300000, -2.010619, 0.753982, 0.021451, 0.009577, 0.000056, 0.000030
0.300000, -2.010619, 0.722566, 0.020998, 0.008472, 0.000056, 0.000026
0.300000, -2.010619, 0.691150, 0.019617, 0.007849, 0.000052, 0.000022
0.300000, -2.010619, 0.659734, 0.017403, 0.008471, 0.000047, 0.000019
0.300000, -2.010619, 0.628319, 0.014553, 0.011127, 0.000039, 0.000023
0.300000, -2.010619, 0.596903, 0.011333, 0.015648, 0.000030, 0.000033
0.300000, -2.010619, 0.565487, 0.009558, 0.020681, 0.000024, 0.000046
0.300000, -2.010619, 0.534071, 0.013636, 0.024268, 0.000034, 0.000056
0.300000, -2.010619, 0.502655, 0.022502, 0.024475, 0.000057, 0.000056
0.300000, -2.010619, 0.471239, 0.032256, 0.020099, 0.000083, 0.000045
0.300000, -2.010619, 0.439823, 0.039805, 0.011437, 0.000103, 0.000022
0.300000, -2.010619, 0.408407, 0.042677, 0.005866, 0.000111, 0.000016
0.300000, -2.010619, 0.376991, 0.039392, 0.016963, 0.000103, 0.000050
0.300000, -2.010619, 0.345575, 0.029810, 0.028205, 0.000078, 0.000080
0.300000, -2.010619, 0.314159, 0.015286, 0.034828, 0.000042, 0.000097
0.300000, -2.010619, 0.282743, 0.004897, 0.034429, 0.000022, 0.000096
0.300000, -2.010619, 0.251327, 0.019971, 0.025793, 0.000056, 0.000073
0.300000, -2.010619, 0.219911, 0.031723, 0.009477, 0.000086, 0.000030
0.300000, -2.010619, 0.188496, 0.034568, 0.013059, 0.000092, 0.000031
0.300000, -2.010619, 0.157080, 0.025645, 0.035023, 0.000068, 0.000088
0.300000, -2.010619, 0.125664, 0.006233, 0.050570, 0.000014, 0.000129
0.300000, -2.010619, 0.094248, 0.023740, 0.052988, 0.000062, 0.000135
0.300000, -2.010619, 0.062832, 0.050242, 0.038833, 0.000132, 0.000098
0.300000, -2.010619, 0.031416, 0.065574, 0.010609, 0.000172, 0.000022
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -1.947787, 3.110177, 0.003344, 0.050068, 0.000006, 0.000130
0.300000, -1.947787, 3.078761, 0.025001, 0.041337, 0.000074, 0.000108
0.300000, -1.947787, 3.047345, 0.042119, 0.022902, 0.000119, 0.000059
0.300000, -1.947787, 3.015929, 0.048251, 0.003342, 0.000136, 0.000004
0.300000, -1.947787, 2.984513, 0.044025, 0.020991, 0.000125, 0.000055
0.300000, -1.947787, 2.953097, 0.032338, 0.036262, 0.000094, 0.000095
0.300000, -1.947787, 2.921681, 0.017053, 0.044386, 0.000053, 0.000117
0.300000, -1.947787, 2.890265, 0.004569, 0.045418, 0.000017, 0.000120
0.300000, -1.947787, 2.858849, 0.014066, 0.040631, 0.000031, 0.000107
0.300000, -1.947787, 2.827433, 0.023804, 0.031829, 0.000056, 0.000083
0.300000, -1.947787, 2.796017, 0.029303, 0.020927, 0.000070, 0.000054
0.300000, -1.947787, 2.764602, 0.030315, 0.009816, 0.000073, 0.000025
0.300000, -1.947787, 2.733186, 0.027314, 0.002263, 0.000065, 0.000005
0.300000, -1.947787, 2.701770, 0.021356, 0.008035, 0.000049, 0.000022
0.300000, -1.947787, 2.670354, 0.014041, 0.011993, 0.000030, 0.000033
0.300000, -1.947787, 2.638938, 0.007861, 0.012801, 0.000016, 0.000036
0.300000, -1.947787, 2.607522, 0.007309, 0.011211, 0.000020, 0.000032
0.300000, -1.947787, 2.576106, 0.010854, 0.008700, 0.000032, 0.000026
0.300000, -1.947787, 2.544690, 0.014101, 0.007121, 0.000041, 0.000022
0.300000, -1.947787, 2.513274, 0.016398, 0.007270, 0.000047, 0.000021
0.300000, -1.947787, 2.481858, 0.017957, 0.007960, 0.000051, 0.000021
0.300000, -1.947787, 2.450442, 0.018900, 0.008238, 0.000053, 0.000020
0.300000, -1.947787, 2.419026, 0.019184, 0.008144, 0.000054, 0.000019
0.300000, -1.947787, 2.387610, 0.018802, 0.008122, 0.000053, 0.000018
0.300000, -1.947787, 2.356194, 0.017917, 0.008502, 0.000050, 0.000018
0.300000, -1.947787, 2.324779, 0.016813, 0.009362, 0.000048, 0.000020
0.300000, -1.947787, 2.293363, 0.015719, 0.010696, 0.000045, 0.000024
0.300000, -1.947787, 2.261947, 0.014705, 0.012440, 0.000042, 0.000028
0.300000, -1.947787, 2.230531, 0.013752, 0.014375, 0.000039, 0.000033
0.300000, -1.947787, 2.199115, 0.012910, 0.016147, 0.000036, 0.000038
0.300000, -1.947787, 2.167699, 0.012353, 0.017387, 0.000034, 0.000041
0.300000, -1.947787, 2.136283, 0.012256, 0.017840, 0.000033, 0.000042
0.300000, -1.947787, 2.104867, 0.012583, 0.017414, 0.000032, 0.000041
0.300000, -1.947787, 2.073451, 0.013061, 0.016181, 0.000033, 0.000037
0.300000, -1.947787, 2.042035, 0.013351, 0.014337, 0.000033, 0.000032
0.300000, -1.947787, 2.010619, 0.013206, 0.012144, 0.000032, 0.000026
0.300000, -1.947787, 1.979203, 0.012533, 0.009882, 0.000030, 0.000020
0.300000, -1.947787, 1.947787, 0.011376, 0.007807, 0.000026, 0.000015
0.300000, -1.947787, 1.916372, 0.009899, 0.006133, 0.000022, 0.000010
0.300000, -1.947787, 1.884956, 0.008365, 0.005001, 0.000017, 0.000008
0.300000, -1.947787, 1.853540, 0.007138, 0.004443, 0.000013, 0.000008
0.300000, -1.947787, 1.822124, 0.006608, 0.004339, 0.000012, 0.000008
0.300000, -1.947787, 1.790708, 0.006937, 0.004506, 0.000014, 0.000009
0.300000, -1.947787, 1.759292, 0.007890, 0.004801, 0.000018, 0.000010
0.300000, -1.947787, 1.727876, 0.009104, 0.005152, 0.000022, 0.000011
0.300000, -1.947787, 1.696460, 0.010324, 0.005525, 0.000026, 0.000011
0.300000, -1.947787, 1.665044, 0.011412, 0.005907, 0.000029, 0.000011
0.300000, -1.947787, 1.633628, 0.012299, 0.006293, 0.000032, 0.000011
0.300000, -1.947787, 1.602212, 0.012956, 0.006693, 0.000034, 0.000010
0.300000, -1.947787, 1.570796, 0.013372, 0.007123, 0.000035, 0.000010
0.300000, -1.947787, 1.539380, 0.013548, 0.007607, 0.000036, 0.000011
0.300000, -1.947787, 1.507964, 0.013499, 0.008160, 0.000036, 0.000012
0.300000, -1.947787, 1.476549, 0.013258, 0.008782, 0.000036, 0.000013
0.300000, -1.947787, 1.445133, 0.012885, 0.009448, 0.000035, 0.000015
0.300000, -1.947787, 1.413717, 0.012479, 0.010102, 0.000034, 0.000017
0.300000, -1.947787, 1.382301, 0.012179, 0.010672, 0.000033, 0.000020
0.300000, -1.947787, 1.350885, 0.012141, 0.011076, 0.000033, 0.000021
0.300000, -1.947787, 1.319469, 0.012476, 0.011245, 0.000034, 0.000023
0.300000, -1.947787, 1.288053, 0.013180, 0.011150, 0.000036, 0.000024
0.300000, -1.947787, 1.256637, 0.014106, 0.010831, 0.000038, 0.000025
0.300000, -1.947787, 1.225221, 0.015013, 0.010419, 0.000040, 0.000025
0.300000, -1.947787, 1.193805, 0.015641, 0.010118, 0.000041, 0.000027
0.300000, -1.947787, 1.162389, 0.015771, 0.010122, 0.000041, 0.000029
0.300000, -1.947787, 1.130973, 0.015277, 0.010458, 0.000039, 0.000031
0.300000, -1.947787, 1.099557, 0.014166, 0.010923, 0.000036, 0.000034
0.300000, -1.947787, 1.068142, 0.012591, 0.011200, 0.000032, 0.000035
0.300000, -1.947787, 1.036726, 0.010852, 0.011023, 0.000027, 0.000034
0.300000, -1.947787, 1.005310, 0.009338, 0.010313, 0.000023, 0.000032
0.300000, -1.947787, 0.973894, 0.008409, 0.009235, 0.000022, 0.000027
0.300000, -1.947787, 0.942478, 0.008228, 0.008195, 0.000022, 0.000022
0.300000, -1.947787, 0.911062, 0.008735, 0.007659, 0.000024, 0.000016
0.300000, -1.947787, 0.879646, 0.009747, 0.007779, 0.000027, 0.000011
0.300000, -1.947787, 0.848230, 0.010980, 0.008326, 0.000031, 0.000007
0.300000, -1.947787, 0.816814, 0.012035, 0.009105, 0.000033, 0.000008
0.300000, -1.947787, 0.785398, 0.012497, 0.010147, 0.000034, 0.000012
0.300000, -1.947787, 0.753982, 0.012150, 0.011496, 0.000033, 0.000018
0.300000, -1.947787, 0.722566, 0.011193, 0.013023, 0.000030, 0.000023
0.300000, -1.947787, 0.691150, 0.010418, 0.014524, 0.000028, 0.000028
0.300000, -1.947787, 0.659734, 0.011080, 0.015857, 0.000029, 0.000031
0.300000, -1.947787, 0.628319, 0.013929, 0.016823, 0.000036, 0.000034
0.300000, -1.947787, 0.596903, 0.018637, 0.016919, 0.000048, 0.000034
0.300000, -1.947787, 0.565487, 0.024392, 0.015355, 0.000063, 0.000030
0.300000, -1.947787, 0.534071, 0.030080, 0.011477, 0.000078, 0.000020
0.300000, -1.947787, 0.502655, 0.034283, 0.005751, 0.000089, 0.000007
0.300000, -1.947787, 0.471239, 0.035560, 0.006498, 0.000092, 0.000022
0.300000, -1.947787, 0.439823, 0.032903, 0.015049, 0.000086, 0.000046
0.300000, -1.947787, 0.408407, 0.026110, 0.023177, 0.000068, 0.000067
0.300000, -1.947787, 0.376991, 0.015962, 0.028478, 0.000044, 0.000081
0.300000, -1.947787, 0.345575, 0.005232, 0.029501, 0.000022, 0.000084
0.300000, -1.947787, 0.314159, 0.010927, 0.025503, 0.000035, 0.000073
0.300000, -1.947787, 0.282743, 0.021540, 0.016462, 0.000061, 0.000049
0.300000, -1.947787, 0.251327, 0.028681, 0.003814, 0.000078, 0.000015
0.300000, -1.947787, 0.219911, 0.030043, 0.014288, 0.000081, 0.000034
0.300000, -1.947787, 0.188496, 0.023993, 0.031274, 0.000064, 0.000078
0.300000, -1.947787, 0.157080, 0.010461, 0.045250, 0.000027, 0.000115
0.300000, -1.947787, 0.125664, 0.012511, 0.051946, 0.000031, 0.000133
0.300000, -1.947787, 0.094248, 0.035476, 0.047819, 0.000093, 0.000121
0.300000, -1.947787, 0.062832, 0.055698, 0.031635, 0.000146, 0.000078
0.300000, -1.947787, 0.031416, 0.066164, 0.006214, 0.000174, 0.000010
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -1.884956, 3.110177, 0.006423, 0.050118, 0.000006, 0.000130
0.300000, -1.884956, 3.078761, 0.016943, 0.045142, 0.000052, 0.000118
0.300000, -1.884956, 3.047345, 0.033675, 0.032513, 0.000097, 0.000085
0.300000, -1.884956, 3.015929, 0.043226, 0.015875, 0.000122, 0.000041
0.300000, -1.884956, 2.984513, 0.045385, 0.003927, 0.000128, 0.000008
0.300000, -1.884956, 2.953097, 0.041404, 0.017594, 0.000118, 0.000046
0.300000, -1.884956, 2.921681, 0.033221, 0.029054, 0.000096, 0.000076
0.300000, -1.884956, 2.890265, 0.022854, 0.036314, 0.000069, 0.000095
0.300000, -1.884956, 2.858849, 0.012189, 0.039462, 0.000041, 0.000104
0.300000, -1.884956, 2.827433, 0.005026, 0.039006, 0.000018, 0.000102
0.300000, -1.884956, 2.796017, 0.009944, 0.035618, 0.000021, 0.000093
0.300000, -1.884956, 2.764602, 0.016340, 0.030063, 0.000036, 0.000078
0.300000, -1.884956, 2.733186, 0.020523, 0.023224, 0.000047, 0.000060
0.300000, -1.884956, 2.701770, 0.022051, 0.016083, 0.000051, 0.000041
0.300000, -1.884956, 2.670354, 0.021083, 0.009619, 0.000048, 0.000023
0.300000, -1.884956, 2.638938, 0.018213, 0.004662, 0.000041, 0.000009
0.300000, -1.884956, 2.607522, 0.014321, 0.002132, 0.000030, 0.000002
0.300000, -1.884956, 2.576106, 0.010360, 0.002803, 0.000020, 0.000008
0.300000, -1.884956, 2.544690, 0.007158, 0.004404, 0.000011, 0.000013
0.300000, -1.884956, 2.513274, 0.005318, 0.006210, 0.000006, 0.000018
0.300000, -1.884956, 2.481858, 0.005082, 0.007881, 0.000008, 0.000023
0.300000, -1.884956, 2.450442, 0.005983, 0.008966, 0.000012, 0.000025
0.300000, -1.884956, 2.419026, 0.007251, 0.009203, 0.000016, 0.000026
0.300000, -1.884956, 2.387610, 0.008317, 0.008649, 0.000020, 0.000025
0.300000, -1.884956, 2.356194, 0.008886, 0.007642, 0.000022, 0.000023
0.300000, -1.884956, 2.324779, 0.009010, 0.006630, 0.000024, 0.000021
0.300000, -1.884956, 2.293363, 0.009117, 0.005919, 0.000025, 0.000019
0.300000, -1.884956, 2.261947, 0.009784, 0.005532, 0.000028, 0.000019
0.300000, -1.884956, 2.230531, 0.011220, 0.005431, 0.000033, 0.000018
0.300000, -1.884956, 2.199115, 0.013087, 0.005830, 0.000038, 0.000018
0.300000, -1.884956, 2.167699, 0.014877, 0.007002, 0.000043, 0.000020
0.300000, -1.884956, 2.136283, 0.016217, 0.008847, 0.000046, 0.000023
0.300000, -1.884956, 2.104867, 0.016941, 0.010972, 0.000048, 0.000028
0.300000, -1.884956, 2.073451, 0.017063, 0.012976, 0.000048, 0.000032
0.300000, -1.884956, 2.042035, 0.016715, 0.014560, 0.000047, 0.000035
0.300000, -1.884956, 2.010619, 0.016095, 0.015551, 0.000045, 0.000037
0.300000, -1.884956, 1.979203, 0.015395, 0.015886, 0.000043, 0.000038
0.300000, -1.884956, 1.947787, 0.014762, 0.015600, 0.000041, 0.000036
0.300000, -1.884956, 1.916372, 0.014267, 0.014793, 0.000039, 0.000033
0.300000, -1.884956, 1.884956, 0.013912, 0.013606, 0.000038, 0.000029
0.300000, -1.884956, 1.853540, 0.013659, 0.012201, 0.000037, 0.000025
0.300000, -1.884956, 1.822124, 0.013460, 0.010743, 0.000036, 0.000020
0.300000, -1.884956, 1.790708, 0.013275, 0.009391, 0.000036, 0.000014
0.300000, -1.884956, 1.759292, 0.013081, 0.008289, 0.000035, 0.000009
0.300000, -1.884956, 1.727876, 0.012870, 0.007547, 0.000035, 0.000005
0.300000, -1.884956, 1.696460, 0.012638, 0.007211, 0.000034, 0.000004
0.300000, -1.884956, 1.665044, 0.012386, 0.007242, 0.000033, 0.000007
0.300000, -1.884956, 1.633628, 0.012113, 0.007533, 0.000033, 0.000011
0.300000, -1.884956, 1.602212, 0.011820, 0.007963, 0.000032, 0.000014
0.300000, -1.884956, 1.570796, 0.011506, 0.008429, 0.000031, 0.000017
0.300000, -1.884956, 1.539380, 0.011171, 0.008854, 0.000030, 0.000020
0.300000, -1.884956, 1.507964, 0.010813, 0.009186, 0.000029, 0.000022
0.300000, -1.884956, 1.476549, 0.010428, 0.009389, 0.000028, 0.000023
0.300000, -1.884956, 1.445133, 0.010008, 0.009444, 0.000027, 0.000024
0.300000, -1.884956, 1.413717, 0.009535, 0.009351, 0.000025, 0.000025
0.300000, -1.884956, 1.382301, 0.008983, 0.009126, 0.000023, 0.000025
0.300000, -1.884956, 1.350885, 0.008326, 0.008804, 0.000021, 0.000025
0.300000, -1.884956, 1.319469, 0.007545, 0.008430, 0.000018, 0.000024
0.300000, -1.884956, 1.288053, 0.006655, 0.008050, 0.000015, 0.000023
0.300000, -1.884956, 1.256637, 0.005736, 0.007696, 0.000012, 0.000022
0.300000, -1.884956, 1.225221, 0.004968, 0.007401, 0.000010, 0.000020
0.300000, -1.884956, 1.193805, 0.004604, 0.007231, 0.000009, 0.000017
0.300000, -1.884956, 1.162389, 0.004763, 0.007333, 0.000011, 0.000015
0.300000, -1.884956, 1.130973, 0.005243, 0.007919, 0.000013, 0.000012
0.300000, -1.884956, 1.099557, 0.005706, 0.009120, 0.000016, 0.000012
0.300000, -1.884956, 1.068142, 0.005959, 0.010836, 0.000018, 0.000015
0.300000, -1.884956, 1.036726, 0.006109, 0.012764, 0.000019, 0.000020
0.300000, -1.884956, 1.005310, 0.006619, 0.014510, 0.000021, 0.000025
0.300000, -1.884956, 0.973894, 0.007986, 0.015701, 0.000024, 0.000028
0.300000, -1.884956, 0.942478, 0.010190, 0.016064, 0.000029, 0.000029
0.300000, -1.884956, 0.911062, 0.012743, 0.015505, 0.000035, 0.000027
0.300000, -1.884956, 0.879646, 0.015094, 0.014144, 0.000041, 0.000023
0.300000, -1.884956, 0.848230, 0.016846, 0.012308, 0.000045, 0.000018
0.300000, -1.884956, 0.816814, 0.017851, 0.010438, 0.000047, 0.000013
0.300000, -1.884956, 0.785398, 0.018250, 0.008915, 0.000048, 0.000009
0.300000, -1.884956, 0.753982, 0.018411, 0.007926, 0.000049, 0.000008
0.300000, -1.884956, 0.722566, 0.018759, 0.007496, 0.000050, 0.000009
0.300000, -1.884956, 0.691150, 0.019579, 0.007599, 0.000052, 0.000012
0.300000, -1.884956, 0.659734, 0.020934, 0.008051, 0.000055, 0.000017
0.300000, -1.884956, 0.628319, 0.022668, 0.008515, 0.000060, 0.000021
0.300000, -1.884956, 0.596903, 0.024374, 0.008935, 0.000064, 0.000026
0.300000, -1.884956, 0.565487, 0.025374, 0.009973, 0.000066, 0.000032
0.300000, -1.884956, 0.534071, 0.024869, 0.012473, 0.000065, 0.000040
0.300000, -1.884956, 0.502655, 0.022229, 0.016139, 0.000058, 0.000050
0.300000, -1.884956, 0.471239, 0.017334, 0.019682, 0.000047, 0.000060
0.300000, -1.884956, 0.439823, 0.010965, 0.021711, 0.000032, 0.000064
0.300000, -1.884956, 0.408407, 0.006710, 0.021200, 0.000025, 0.000063
0.300000, -1.884956, 0.376991, 0.010788, 0.017676, 0.000035, 0.000053
0.300000, -1.884956, 0.345575, 0.017243, 0.011266, 0.000050, 0.000036
0.300000, -1.884956, 0.314159, 0.022166, 0.003488, 0.000062, 0.000014
0.300000, -1.884956, 0.282743, 0.024265, 0.009673, 0.000066, 0.000021
0.300000, -1.884956, 0.251327, 0.022735, 0.021310, 0.000061, 0.000052
0.300000, -1.884956, 0.219911, 0.017042, 0.032912, 0.000045, 0.000082
0.300000, -1.884956, 0.188496, 0.007893, 0.042683, 0.000018, 0.000108
0.300000, -1.884956, 0.157080, 0.011290, 0.048481, 0.000027, 0.000123
0.300000, -1.884956, 0.125664, 0.028205, 0.048065, 0.000073, 0.000122
0.300000, -1.884956, 0.094248, 0.045952, 0.039781, 0.000120, 0.000100
0.300000, -1.884956, 0.062832, 0.060053, 0.023456, 0.000158, 0.000057
0.300000, -1.884956, 0.031416, 0.066386, 0.002871, 0.000174, 0.000004
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -1.822124, 3.110177, 0.010813, 0.049794, 0.000019, 0.000129
0.300000, -1.822124, 3.078761, 0.008404, 0.047679, 0.000029, 0.000124
0.300000, -1.822124, 3.047345, 0.022958, 0.040080, 0.000068, 0.000104
0.300000, -1.822124, 3.015929, 0.033428, 0.029042, 0.000096, 0.000076
0.300000, -1.822124, 2.984513, 0.039217, 0.016714, 0.000112, 0.000043
0.300000, -1.822124, 2.953097, 0.040779, 0.005524, 0.000116, 0.000013
0.300000, -1.822124, 2.921681, 0.039017, 0.007700, 0.000111, 0.000019
0.300000, -1.822124, 2.890265, 0.034928, 0.016023, 0.000101, 0.000042
0.300000, -1.822124, 2.858849, 0.029388, 0.022622, 0.000086, 0.000059
0.300000, -1.822124, 2.827433, 0.023092, 0.027235, 0.000069, 0.000071
0.300000, -1.822124, 2.796017, 0.016647, 0.029917, 0.000052, 0.000078
0.300000, -1.822124, 2.764602, 0.010804, 0.030770, 0.000036, 0.000080
0.300000, -1.822124, 2.733186, 0.006982, 0.029957, 0.000023, 0.000078
0.300000, -1.822124, 2.701770, 0.006914, 0.027784, 0.000018, 0.000072
0.300000, -1.822124, 2.670354, 0.008721, 0.024721, 0.000018, 0.000064
0.300000, -1.822124, 2.638938, 0.009974, 0.021345, 0.000020, 0.000054
0.300000, -1.822124, 2.607522, 0.010080, 0.018193, 0.000020, 0.000046
0.300000, -1.822124, 2.576106, 0.009251, 0.015600, 0.000017, 0.000039
0.300000, -1.822124, 2.544690, 0.008026, 0.013671, 0.000014, 0.000034
0.300000, -1.822124, 2.513274, 0.006969, 0.012410, 0.000011, 0.000030
0.300000, -1.822124, 2.481858, 0.006359, 0.011839, 0.000010, 0.000028
